Device: cuda
Data: ['/root/autodl-tmp/calvin-lerobot/splitB_v30']
Output: /root/autodl-tmp/hw3_outputs/model_b
WARNING:lerobot.configs.policies:Device 'None' is not available. Switching to 'cuda'.
FPS: 10
  /root/autodl-tmp/calvin-lerobot/splitB_v30: 367096 frames
Total: 367096 frames
Params: 51,566,471
2026-06-09 13:48:24.839 | ERROR    | swanlab.sdk.internal.pkg.safe:block:101 - 
Error executing 'on_run_initialized' in callback 'SwanLabLocalCallbacker': 
dispatcher:65 -> on_run_initialized:346 -> ImportError: Please install swanboard
to use 'local' mode: pip install 'swanlab[dashboard]'
swanlab: Tracking run with swanlab version 0.8.1
swanlab: 💾 Run data saved at swanlog/run-20260609_134824-4of1kyh9
swanlab: 🌟 Run `swanlab watch swanlog` to view SwanLab Experiment Dashboard

Training 15000 steps

Step  13200 | Loss: nan | L1: nan | KL: 0.0007
Step  13300 | Loss: nan | L1: nan | KL: 0.0007
Step  13400 | Loss: nan | L1: nan | KL: 0.0007
Step  13500 | Loss: nan | L1: nan | KL: 0.0007
Step  13600 | Loss: nan | L1: nan | KL: 0.0007
Step  13700 | Loss: nan | L1: nan | KL: 0.0007
Step  13800 | Loss: nan | L1: nan | KL: 0.0007
Step  13900 | Loss: nan | L1: nan | KL: 0.0007
Step  14000 | Loss: nan | L1: nan | KL: 0.0007
Step  14100 | Loss: nan | L1: nan | KL: 0.0007
Step  14200 | Loss: nan | L1: nan | KL: 0.0007
Step  14300 | Loss: nan | L1: nan | KL: 0.0007
Step  14400 | Loss: nan | L1: nan | KL: 0.0007
Step  14500 | Loss: nan | L1: nan | KL: 0.0007
Step  14600 | Loss: nan | L1: nan | KL: 0.0007
Step  14700 | Loss: nan | L1: nan | KL: 0.0007
Step  14800 | Loss: nan | L1: nan | KL: 0.0007
